NAZIV PROIZVODA,ŠIFRA PROIZVODA,MARKA PROIZVODA,NETO KOLIČINA,JEDINICA MJERE,MALOPRODAJNA CIJENA,CIJENA ZA JEDINICU MJERE,MPC ZA VRIJEME POSEBNOG OBLIKA PRODAJE,NAJNIŽA CIJENA U POSLJEDNIH 30 DANA,SIDRENA CIJENA NA 2.5.2025,BARKOD,KATEGORIJA PROIZVODA
MAJONEZA TUBA 165g ZVIJEZDA,02200099,ZVIJEZDA,0.17 kg,ko,2.49,15.09,,,2.29,3858882210263,HRANA
PAŠTETA PIKANT 95g LO,90087682,PODRAVKA,0.10 kg,ko,1.29,13.58,,,1.29,3858886469261,HRANA
PUREĆE MLJEVENO MESO 500g VINDIJA,02451416,VINDON,0.50 kg,ko,,8.78,4.39,4.39,5.49,3850339413043,HRANA
ZIMSKA SALAMA 650g MA REZ,02024463,PIK,1.00 kg,ko,10.9,10.9,,,19.99,,HRANA
ŠUNKA U OVITKU NAR 125g MA PIK VRBOV,02036496,PIK VRBOVEC,0.13 kg,ko,2.49,19.92,,,2.49,3850139171051,HRANA
SIR POLUTV K PLUS MOZZARELLA 100g,90219875,K PLUS,0.10 kg,ko,,11.9,1.19,1.79,1.69,3850334577429,HRANA
MARGARIN STOLNI 250g ZVIJEZDA,02210021,ZVIJEZDA,0.25 kg,ko,1.15,4.6,,,0.85,3858882210102,HRANA
MAJONEZA DELIKATES 400g ZVIJEZDA,02202089,ZVIJEZDA,0.40 kg,ko,4.29,10.73,,,3.99,3858882219020,HRANA
GLJIVA ŠAMPINJON ZLATNI 400 grama,01400133,,0.40 kg,ko,2.09,5.23,,,1.99,3850334201676,HRANA
MAKOVNJAČA 500g MLINAR,90090152,MLINAR,0.50 kg,ko,5.09,10.18,,,4.79,3858881125537,HRANA
ČOK DORINA MLIJEČNA 250g FLOW PACK,90083726,DORINA,0.25 kg,ko,,11.96,2.99,4.49,4.49,3850102502189,HRANA
PERŠIN KORIJEN LIST 250 grama,90042194,KORA,0.25 kg,ko,1.69,6.76,,,1.49,3850334311795,HRANA
ČOK DORINA KEKS 220g FLOW PACK,90514632,DORINA,0.22 kg,ko,,13.59,2.99,4.49,4.49,3850102516285,HRANA
KEFIR 3.5% 200g VINDIJA,02330941,Z BREGOV,0.20 kg,ko,0.75,3.75,,,0.75,3850108030525,HRANA
ORAH JEZGRA 500g,90405745,EUROCOMPANY,0.50 kg,ko,4.99,9.98,,,3.49,3859890630579,HRANA
PEKMEZ ŠLJIVA 660g PODRAVKA,90572867,PODRAVKA,0.66 kg,ko,4.69,7.11,,,4.49,3856020252847,HRANA
RAJČICA KONCENTRAT TUBA 190g PODRAV,01570144,PODRAVKA,0.19 kg,ko,2.19,11.53,,,2.19,3850104053221,HRANA
BOMBON KAR KIKI TUTTI FRUTTI 100g,90373544,KIKI,0.10 kg,ko,,9.9,0.99,1.29,1.29,3850102516704,HRANA
CELER GLAVA,01402649,,1.00 kg,kg,0.99,0.99,,,1.39,3850334173355,HRANA
PAŠTETA PIKETA ČAJNA  95g AL,90166120,PIKETA,0.10 kg,ko,1.19,12.53,,,1.19,3850104277788,HRANA
KRUH BIJELI SENDVIČ PAK 650g MLINAR,04016480,MLINAR,0.65 kg,ko,1.99,3.06,,,1.85,3858881127517,HRANA
BISKVIT BARNI CHOCO 150g,04151405,BARNI,0.15 kg,ko,3.49,23.27,,,3.49,7622300509606,HRANA
SLAD LEDO KORNET ČOKOLADA 120ML,02350172,LEDO,0.12 l,ko,1.79,14.92,,,1.79,3850116037790,HRANA
ŠUNKA DELIKATES NAR 150g,90064794,PIK VRBOVEC,0.15 kg,ko,2.95,19.67,,,2.95,3850139171723,HRANA
BOROVNICA 300g LEDO,90668489,LEDO,0.30 kg,ko,,12.63,3.79,3.79,4.49,3850116053646,HRANA
JUHA OKUS GOV S TIJ 5x80g INDOMIE,01491315,INDOMIE,0.40 kg,ko,,3.98,1.59,2.25,2.25,8606108584132,HRANA
CAPP FR VAN CREAM 148g KUT,90281759,FRANCK,0.15 kg,ko,,22.23,3.29,3.89,3.89,3858881088337,HRANA
NARODNA KOBASICA K PLUS VAK,02030066,K PLUS,1.00 kg,kg,3.49,3.49,,,3.49,3850139285451,HRANA
BRAŠNO NAMJ DIZAN T-400 1kg ČAK ML,04034280,ČAK MLINOVI,1.00 kg,ko,1.49,1.49,,,1.52,3858884172583,HRANA
CROISSANT 7DAYS MIDI KAKAO 60g,04027851,CHIPITA,0.06 kg,ko,0.86,14.33,,,0.86,7622201388409,HRANA
DESERT EUFORIJA VANILIJA MIX 150g,90724894,Z BREGOV,0.15 kg,ko,0.95,6.33,,,0.95,3850108037609,HRANA
KUKURUZ ŠEĆERAC 285G,01492144,SLOVA,0.29 kg,ko,1.09,3.82,,,1.09,8605002354889,HRANA
INSTANT NES CL 100g LIM NESTLE,04070018,NESCAFE,0.10 kg,ko,6.49,64.9,,,5.69,7891000255049,HRANA
VRHNJE KREM DOMAĆE 25%MM 300g DUKAT,90035986,BRZO&FINO,0.30 kg,ko,1.99,6.63,,,1.89,3850354008729,HRANA
ZIMSKA 80g NAR PODRAVKA,90319775,PODRAVKA,0.08 kg,ko,2.19,27.38,,,2.09,3856020213183,HRANA
KEKS PREKRAŠNI PUNJ KAKAOM 220g,90485648,PREKRAŠNI KOLAČIĆI,0.22 kg,ko,2.59,11.77,,,2.59,3850102011230,HRANA
GRAH CRVENI 460g PODRAVKA,01529015,PODRAVKA,0.46 kg,ko,2.49,5.41,,,2.19,3850104020728,HRANA
PAŠTETA ČAJNA 30GR GAVRILOVIĆ,02166118,GAVRILOVIĆ,0.03 kg,ko,0.95,31.67,,,0.95,3858881220102,HRANA
ULJE MASLINOVO EX DJEV 0.75L FARCHIONI,90340365,FARCHIONI,0.75 l,ko,8.49,11.32,,,9.49,8007153078049,HRANA
DVOPEK GRANETTI INTEGRAL 280g AWT,04016471,MULINO BIANCO,0.28 kg,ko,2.79,9.96,,,2.79,8076809527033,HRANA
ŽV GUMA AIRW EXTREME BOČ 64 g,90770792,WRIGLEY,0.06 kg,ko,3.69,57.66,,,3.69,4009900550208,HRANA
ČIPS CHIO SOUR CREAM&ONION 130 g,90764976,CHIO,0.13 kg,ko,2.19,16.85,,,2.19,3856021306747,HRANA
ČOKOLADA MILKA NUTS NOUGAT 300g,90354249,MILKA,0.30 kg,ko,6.79,22.63,,,6.79,7622200004515,HRANA
BISKVIT MILKA ČOK KREMA 128g,04151216,MILKA,0.13 kg,ko,,8.52,1.09,1.79,1.79,7622300479084,HRANA
KUPUS CRVENI,01402636,,1.00 kg,kg,0.79,0.79,,,1.49,3850334173348,HRANA
AJVAR BLAGI 680G,01480138,SLOVA,0.68 kg,ko,2.65,3.9,,,2.49,3850334079657,HRANA
CAPP FR ČOK 144g KUT,90281755,FRANCK,0.14 kg,ko,,22.85,3.29,3.89,3.89,3858881088320,HRANA
PROTEINSKI NAPITAK VANILIJA 0.5L VI,90513945,Z BREGOV,0.50 l,ko,2.55,5.1,,,2.55,3850108023701,HRANA
PAHULJICE LUMPI DUO BALLS 250g,90593662,LUMPI,0.25 kg,ko,,3.6,0.9,1.06,1.06,3850334009265,HRANA
PUREĆI FILE OD PRSA 750g,90345139,VINDON,0.75 kg,ko,11.5,15.33,,,11.5,3850339402597,HRANA
ULJE MASLINOVO EX DJ 0.25L ZVIJEZDA,90703183,ZVIJEZDA,0.25 l,ko,4.49,17.96,,,4.49,3856015327710,HRANA
SIR TVRDI KRAVLJI 1/4  ŠPIN,02055587,ŠPIN,1.00 kg,kg,24.99,24.99,,,17.99,3858881190849,HRANA
WINTERA K PLUS 300g MA,90308638,K PLUS,0.30 kg,ko,4.39,14.63,,,4.39,3850334610317,HRANA
CIKLA 360G,01590427,SLOVA,0.36 kg,ko,1.45,4.03,,,1.45,3850334076175,HRANA
KRUH KLARA RUSTIKA 500g NAR PAK KLARA,90632841,KLARA,0.50 kg,ko,2.35,4.7,,,2.09,3856016906556,HRANA
JUHA OKUSA PILETINA 5/1 INDOMIE 350g,90064254,INDOMIE,0.35 kg,ko,,4.54,1.59,1.59,2.25,0089686170115,HRANA
ŠPINAT BRIKET 650g LEDO,90668460,LEDO,0.65 kg,ko,3.89,5.98,,,3.49,3850116053288,HRANA
SIR TVRDI KRAVLJI KOLUT DŽIUGAS,90370542,DŽIUGAS,1.00 kg,kg,,10.99,10.99,13.27,13.27,,HRANA
KREKER SEZAM 80g ELEPHANT,90343005,ELEPHANT,0.08 kg,ko,0.99,12.38,,,0.99,5949040201068,HRANA
MLIJEKO ZAMJ BEBIMIL 1 600g,90386020,BEBIMIL,0.60 kg,ko,11.29,18.82,,,11.29,9007253105071,HRANA
BRUSNICA VEDRINI SUHA 500g,90303748,VEDRINI,0.50 kg,ko,4.79,9.58,,,4.79,3859890630470,HRANA
GLJIVA ŠAMPINJON REZANI 250 grama,01400086,,0.25 kg,ko,1.49,5.96,,,1.49,3850334184832,HRANA
ČOKOLADA DORINA NAPOLITANKA 100g,90411114,DORINA,0.10 kg,ko,1.99,19.9,,,1.45,3850102519521,HRANA
STUDENTSKI MIX GARDEN GOOD 180g,90363755,GARDEN GOOD,0.18 kg,ko,,13.83,2.49,3.19,2.69,3838900958506,HRANA
ČAJ ŠIPAK FILT 20/1 60g FRANCK,04091824,FRANCK,0.06 kg,ko,2.29,38.17,,,2.09,3858881081383,HRANA
LIGNJA PANIRANI KOLUTIĆI 400g LEDO,02199495,LEDO,0.40 kg,ko,3.99,9.98,,,3.99,3850116779485,HRANA
SV KOLJENICA SK RR MHF (VAKL),90308028,PIK VRBOVEC,1.00 kg,kg,4.05,4.05,,,4.45,3850139523461,HRANA
ZABATAK PILEĆI K PLUS,90270059,K PLUS,1.00 kg,kg,,3.49,3.49,4.09,4.09,3850159118067,HRANA
INSTANT KAVA RITUAL CREMA 160 g,90749808,RITUAL,0.16 kg,ko,,32.38,5.18,6.49,6.49,3850334083227,HRANA
CORNFLAKES RISE&SMILE VR 500g,90730682,RISE&SMILE,0.50 kg,ko,1.99,3.98,,,1.99,3850334070609,HRANA
GRAH BIJELI 460g PODRAVKA,01529014,PODRAVKA,0.46 kg,ko,2.19,4.76,,,2.19,3850104020780,HRANA
BUĐOLA NARESCI 90G,90280097,DOBRO,0.09 kg,ko,2.59,28.78,,,2.59,3850133800797,HRANA
PEČENICA SUHA DALMATINSKA 1/2 PIVAC,90569806,PIVAC,1.00 kg,kg,20.99,20.99,,,20.99,3858890182088,HRANA
SALAMA CLASSIC NAR 100G K PLUS MA,90276305,K PLUS,0.10 kg,ko,1.69,16.9,,,1.69,3850334610072,HRANA
CROISSANT 7DAYS MIDI MARELICA 60g,90730939,CHIPITA,0.06 kg,ko,0.86,14.33,,,0.86,7622202029011,HRANA
SLAD BEN & JERRY STRAWB CH CK 465ml,90406114,BEN & JERRY'S,0.47 l,ko,8.99,19.33,,,8.99,8711327374126,HRANA
KAVA LEDENA NES XPRESS WHITE 250ml,04071194,NESCAFE,0.25 l,ko,2.05,8.2,,,2.05,8445290618498,HRANA
MARINIRANI SVINJSKI FILE PIK,90154859,PIK VRBOVEC,1.00 kg,kg,8.79,8.79,,,8.49,3850139437768,HRANA
UMAK OD SOJE DISPENSER 150ML KIKKOMA,01490590,KIKKOMAN,0.15 l,ko,5.99,39.93,,,5.99,8715035110106,HRANA
BOMBON NEGRO MIX TVRDI 250 g PIONIR,90770518,PIONIR,0.25 kg,ko,3.69,14.76,,,3.69,8602300233229,HRANA
BOMBON HARIBO TREŠNJICE 100g,90048158,HARIBO,0.10 kg,ko,1.59,15.9,,,1.59,9002975309820,HRANA
OCAT BALZAMSKI 5 GR 0.25L SPECIAL MOMENTS,90382088,SPECIAL MOMENTS,0.25 l,ko,6.99,27.96,,,7.99,3850334196057,HRANA
KAŠ LINO VOĆE S RIŽOM 190G,90184165,LINO,0.19 kg,ko,1.59,8.37,,,1.59,3850104280030,HRANA
HIPP BIO POVRĆE S GOVEDINOM 250g,90406762,HIPP,0.25 kg,ko,,7.56,1.89,2.25,2.25,4062300261303,HRANA
TEL PODLAKTICA DOMAĆA SK ,90453831,MARTINJAK,1.00 kg,kg,11.09,11.09,,,8.99,3859893702754,HRANA
SPARE RIBS S MEDOM I ČEŠNJAKOM AVE,90909777,AVE,1.00 kg,kg,8.49,8.49,,,8.49,,HRANA
SOČNO CARSKO MESO U MARINADI 480 g,90909779,AVE,0.48 kg,ko,5.99,12.48,,,5.99,3831020349384,HRANA
SOČNA ROŠTILJ VRATINA U MARIN 460 g,90909781,AVE,0.46 kg,ko,5.99,13.02,,,5.99,3831020349414,HRANA
KAVA PROFONDO NS 10/1 52 g L OR,90915229,L OR,0.05 kg,ko,6.59,126.73,,,6.59,8711000360569,HRANA
KAVA COLOMBIA NS 10/1 52 g L OR,90915231,L OR,0.05 kg,ko,6.59,126.73,,,6.59,8711000360613,HRANA
MIX NESCAFE 3U1 28/1 434 g,90909816,NESCAFE,0.43 kg,ko,5,11.52,,,5.99,8445291956315,HRANA
ČOK ZA KUHANJE BIJELA 200g DORINA,90553346,DORINA,0.20 kg,ko,4.45,22.25,,,4.45,3850102008643,HRANA
TUBA VOĆNA HIPP JAB KRUŠ BAN 100g,90290024,HIPP,0.10 kg,ko,1.35,13.5,,,1.35,4062300278530,HRANA
VAFL MANNER LJEŠNJAK VREĆ 400g,04140627,MANNER,0.40 kg,ko,4.29,10.73,,,3.99,9000331607917,HRANA
ORADA OČIŠĆENA KONZUM,90699410,,1.00 kg,kg,13.99,13.99,,,11.99,,HRANA
LOVAČKA KOBASICA K PLUS 300g,90744658,K PLUS,0.30 kg,ko,,8.3,2.49,3.49,3.49,3850334098634,HRANA
KOLAČ OBLATNE S KREMOM 270g,90365068,GRANNY VIKKY,0.27 kg,ko,3.79,14.04,,,3.19,3859889660204,HRANA
NAMAZ KIKIRIKI MASLAC K PLUS 350g,90362818,K PLUS,0.35 kg,ko,2.99,8.54,,,2.99,3850334153913,HRANA
MLIJEKO KONDENZIRANO NESTLE 397g,90202016,NESTLE,0.40 kg,ko,4.19,10.55,,,4.19,8715000014026,HRANA
PAŠTETA TUNA JUNIOR ARGETA 95g,90108984,ARGETA,0.10 kg,ko,,17.79,1.69,1.69,1.99,3838471019057,HRANA
MLIJEKO TRAJNO 2.8% 200ML VINDIJA,02230421,Z BREGOV,0.20 l,ko,0.65,3.25,,,0.65,3850108020052,HRANA
INSTANT NES CL 250g LIM NESTLE,04070004,NESCAFE,0.25 kg,ko,,41.96,10.49,12.99,11.99,7891000254912,HRANA
KEKSI SUHI 800g K PLUS,90366025,K PLUS,0.80 kg,ko,3.71,4.64,,,3.71,3850334203076,HRANA
MARINIRANI PILEĆI MINI FILE 400g,90765298,MEĐIMURSKO PILE,0.40 kg,ko,5.99,14.98,,,5.99,3850220408806,HRANA
KOLAČI MIKS 400g K PLUS,90385617,K PLUS,0.40 kg,ko,4.25,10.63,,,4.25,3850334189585,HRANA
JUHA KREM OD VRGANJA 60g PODRAVKA,04160716,PODRAVKA,0.06 kg,ko,1.39,23.17,,,1.39,3850104214653,HRANA
TORTILLA INTEG 6X25cm 370g HRUSTY,90725716,HRUSTY,0.37 kg,ko,1.59,4.3,,,1.59,3850334055088,HRANA
INSTANT KAVA CLASSIC LIM 100g FRANCK,04070424,FRANCK,0.10 kg,ko,,35.9,3.59,4.49,4.49,3850291055213,HRANA
SIR TVRDI MIJEŠANI 230G ŠPIN,90392429,ŠPIN,0.25 kg,ko,8.29,33.16,,,7.99,3858881196551,HRANA
ČOKO TUTTI FRUTTI KANDIT 210g FLOW PACK,90642977,KANDIT,0.21 kg,ko,4.19,19.95,,,4.19,3856024803908,HRANA
ROCHER T24X4 DIAMANT 300g,04221013,FERRERO,0.30 kg,ko,12.69,42.3,,,11.39,8000500009673,HRANA
DANONINO DRINK JAGODA 4X100g,02334322,DANONINO,0.40 kg,ko,2.85,7.13,,,2.65,5941209010849,HRANA
ČOK DORINA LJEŠNJAK 80g,90071695,DORINA,0.08 kg,ko,1.89,23.63,,,1.89,3850102501526,HRANA
JUNEĆI BUT B.K. I KAT LOVRIĆ,90648676,LOVRIĆ,1.00 kg,kg,12.89,12.89,,,12.49,,HRANA
CAPPUCCINO RITUAL CLASSIC VR 200g,90682991,RITUAL,0.20 kg,ko,,8.95,1.79,2.29,1.95,8605002356401,HRANA
ČOKOLADA DORINA JAGODA VANILIJA 95 g,90765218,DORINA,0.10 kg,ko,1.99,20.95,,,1.45,3850102009947,HRANA
SIR TVRDI OVIDUR 1/4 KRIŠKA VINDIJA,90410418,Z BREGOV,1.00 kg,kg,35.49,35.49,,,30.49,3850108052862,HRANA
ŽV GUMA ORBIT WHITE SPEARMINT 14g,04200201,WRIGLEY,0.01 kg,ko,0.99,70.71,,,0.99,42113164,HRANA
SIR SVJEZI POSNI PRESIDENT 10% 200g,02390979,PRESIDENT,0.20 kg,ko,1.49,7.45,,,1.49,3850355002993,HRANA
AJVAR GARDEN GOOD BLAGI PREM  290g,90754905,GARDEN GOOD,0.29 kg,ko,3.69,12.72,,,3.69,3850334107862,HRANA
PAHULJ NESQUIK 375g,04170625,NESTLE ŽITAR,0.38 kg,ko,4.49,11.97,,,4.29,5900020013668,HRANA
DESERT MUNCHMALLOW 105g,04220602,MUNCHMALLOW,0.11 kg,ko,1.29,12.29,,,1.29,8600114000020,HRANA
ČAJ ZELENI FILT 35g OMOT FRANCK,04090285,FRANCK,0.04 kg,ko,2.29,65.43,,,2.29,3858881083752,HRANA
ULJE SUNCOKRET 3L PET ZVIJEZDA,03220002,ZVIJEZDA,3.00 l,ko,4.99,1.66,,,4.99,3858882211345,HRANA
TIJESTO FUŽI 500g KLARA M,04050515,KLARA M,0.50 kg,ko,4.79,9.58,,,4.69,3859888499874,HRANA
NAPITAK PROTEIN BIJ ČOK/MALINA 0.5L VIN,90707830,VINDIJA,0.50 l,ko,2.55,5.1,,,2.55,3850108023732,HRANA
PAHULJICE LUMPI PILLOWS NOUGAT 250g,90593656,LUMPI,0.25 kg,ko,,4.48,1.12,1.33,1.33,3850334007902,HRANA
TIJESTO LASAGNE JAJ 199 LC 500g BARI,04010012,BARILLA,0.50 kg,ko,4.35,8.7,,,4.35,8076800376999,HRANA
PUREĆI FILE ODRESCI 450g AIA,90071899,AIA,0.45 kg,ko,5.49,12.19,,,5.31,8008110001353,HRANA
SKUŠA FIL U BILJ ULJU 100g/70g EVA,90726049,EVA,0.07 kg,ko,3.29,47,,,2.79,3856020263034,HRANA
PAŠTETA PILEĆA ROASTY 100 g,90427957,GAVRILOVIĆ,0.10 kg,ko,1.35,13.5,,,1.35,3858890207767,HRANA
DESERT CASALI ČOKOLADNE BANANE 300g,04220488,MANNER,0.30 kg,ko,4.49,14.97,,,3.89,9000332812822,HRANA
BISKVIT SOFT FINESSE 135g,90363417,FINESSE,0.14 kg,ko,1.19,8.81,,,1.19,3850334001498,HRANA
TJESTENINA BOLOGNESE 160g MINUTE,90730515,MINUTE,0.16 kg,ko,,8.06,1.29,1.29,1.69,3850334063267,HRANA
BOMBON CEDEVITA NARANČA XXL 60g,90697804,CEDEVITA,0.06 kg,ko,1.79,29.83,,,1.69,3850322016428,HRANA
DESERT M&M CHOCO 45g,04220012,MARS,0.05 kg,ko,1.09,24.22,,,1.09,5900951140303,HRANA
NAMAZ HUMMUS SPICY 200g RIBELLA,90403188,RIBELLA,0.20 kg,ko,,11.25,2.25,2.25,2.25,8606011898876,HRANA
TEMELJAC KOKOŠJI 112g PODRAVKA,90082438,PODRAVKA,0.11 kg,ko,2.59,23.12,,,2.59,3850104266669,HRANA
TIJESTO K PLUS FARFALLE 31 500g,04057605,K PLUS,0.50 kg,ko,1.29,2.58,,,1.29,,HRANA
KVASAC SUHI 35G 5X7g SWEET CHEF,90403898,SWEET CHEF,0.04 kg,ko,0.79,22.57,,,0.8,3850334203052,HRANA
TJESTENINA GOVEDINA  CUP 93g YAKISOBA,90325258,YAKISOBA,0.09 kg,ko,2.09,22.47,,,2.09,8000050021644,HRANA
ČOKOLADA ZA KUH DESSERT BIJELA 170 g ,90770367,NESTLE,0.17 kg,ko,5.49,32.29,,,5.49,8445290908087,HRANA
KRUŠNE MRVICE 500g MOJ  KRUH,90291530,,0.50 kg,ko,1.27,2.54,,,1.27,3859892992026,HRANA
SIR TOP TROK ŠUNKA 140g ZDENKA,02103202,ZDENKA,0.14 kg,ko,2.25,16.07,,,2.25,3858888590116,HRANA
PAHULJICE KRAŠ BRUNDO KAKAO 300g,04175087,BOBI BRUNDO,0.30 kg,ko,2.39,7.97,,,2.39,3850102523146,HRANA
KAŠA ZOB RISE&SMILE ČOKO 4/1 260g,90713226,RISE&SMILE,0.26 kg,ko,,6.12,1.59,1.99,1.99,3850334043535,HRANA
RIŽA DUGO ZRNO PARBOIL.500g BEN'S,90577698,BEN’S ORIGINAL,0.50 kg,ko,3.69,7.38,,,3.69,5410673007476,HRANA
DESERT KINDER MAXI 21g X 2 kom,90331991,FERRERO,0.04 kg,ko,1.09,25.95,,,0.99,4008400224022,HRANA
ČOKOLADA DORINA DOMAĆICA 300g,90411102,DORINA,0.30 kg,ko,4.99,16.63,,,4.99,3850102519484,HRANA
KEKS GRISBI ČOKOLADA 135 g,90795429,GRISBI,0.14 kg,ko,2.29,16.96,,,2.29,8000350007911,HRANA
MLIJEKO KISELO ČVRSTO 900g VINDIJA,90035997,Z BREGOV,0.90 kg,ko,2.39,2.66,,,2.39,3850108031812,HRANA
TEL LEĐA DOMAĆA SK BEZ BIFTEKA ,90453824,MARTINJAK,1.00 kg,kg,14.69,14.69,,,11.99,3859893702747,HRANA
ČIPS CRUNCHIPS SIR LUK 130g,90705461,LORENZ,0.13 kg,ko,2.25,17.31,,,2.25,4018077005602,HRANA
SV KOSTI S MESOM ,02400659,PIK VRBOVEC,1.00 kg,kg,2.25,2.25,,,2.85,3850139280159,HRANA
PIZZA POPS PA PILEĆE OKRUGLICE 500g,02370035,CEKIN,0.50 kg,ko,6.79,13.58,,,6.39,3850159140570,HRANA
PROLJETNE ROLADE S POVRĆEM 900g,90617781,TSINGTAO,0.90 kg,ko,6.63,7.37,,,6.63,8717677864249,HRANA
PIRE VOĆ VERY BERRY 180g NUTRINO LAB,90734843,NUTRINO LAB,0.18 kg,ko,2.25,12.5,,,2.25,8606019653682,HRANA
DŽEM K PLUS EXTRA SMOKVA 350g,90794843,K PLUS,0.35 kg,ko,,5.69,1.99,2.49,2.49,3850334112989,HRANA
PRALINE TRUFFLE MIX U VR 1000g,90745699,ELVAN,1.00 kg,ko,8.29,8.29,,,8.29,8693029204782,HRANA
PRŠUT DALMAT 100g PUNTICA,90514256,OPG PUNTICA,0.10 kg,ko,4.99,49.9,,,4.39,3859893363429,HRANA
RIKULA BIO 90 g,90809841,ORGANIC WILD ROCKET,0.09 kg,ko,1.39,15.44,,,1.39,3856028689232,HRANA
KOLAČ DULCETTI ČOKOLADNI 400g,90825814,DULCETTI,0.40 kg,ko,,5.48,2.19,2.59,2.49,3850334420442,HRANA
POMELO ŽUTI KOM,01410079,,1.00 kg,ko,,0.99,0.99,1.79,1.79,8717906000974,HRANA
TIJESTO K PLUS CAVATT PREMIUM 500g,90072941,K PLUS,0.50 kg,ko,,1.98,0.99,1.39,1.39,3850334363312,HRANA
ČAJ LIMUNSKA TRAVA ĐUMBIR 40g FRANCK,90386055,FRANCK,0.04 kg,ko,2.49,62.25,,,2.49,3850291050027,HRANA
BOMBONI HARIBO PICO BALLA 85g,90669718,HARIBO,0.09 kg,ko,1.59,18.71,,,1.59,8426617119928,HRANA
RAGU MESNI 200g PODRAVKA,02160362,PODRAVKA,0.20 kg,ko,2.49,12.45,,,2.49,3850104020308,HRANA
KOLAČ ŠNITA OD BANANA 250g,90754961,JOMO,0.25 kg,ko,2.49,9.96,,,2.49,9002287000903,HRANA
VRHNJE KISELO 12% 180g ČAŠA MEGGLE,02331046,MEGGLE,0.18 kg,ko,0.89,4.94,,,0.89,3870085020753,HRANA
TIJESTO PIPE RIGATE 91 500g BARILLA,04310042,BARILLA,0.50 kg,ko,2.05,4.1,,,2.05,8076802085912,HRANA
TUNJ FIL U MASL ULJU EVA 100g/70g,90732357,EVA,0.07 kg,ko,3.99,57,,,3.99,3856020263126,HRANA
FLIPS HRUSTY MEDO CLASSIC 100g,90825587,HRUSTY,0.10 kg,ko,,10.3,1.03,1.29,1.29,3850334111074,HRANA
KEKS BAIOCCHI PISTACCHIO 168 g BARILLA,90800105,BARILLA,0.17 kg,ko,3.99,23.75,,,3.99,8076809581318,HRANA
PROIZ BILJ BAZ OKUS PARMEZ RIB 100g,90263987,GREEN VIE,0.10 kg,ko,1.66,16.6,,,1.66,5292874000032,HRANA
PRALINE RUM 280g KANDIT,90308683,KANDIT,0.28 kg,ko,4.05,14.46,,,3.69,3858889866890,HRANA
ŽV GUMA ORBIT WINTERFRESH 14g,04200018,WRIGLEY,0.01 kg,ko,0.99,70.71,,,0.99,50173976,HRANA
PROTEIN BAR KOKOS 35g,90373144,POLLEO,0.04 kg,ko,1.49,42.57,,,1.49,3858892292242,HRANA
KAŠA HELJDINA 500g VETA,90804651,VETA,0.50 kg,ko,1.69,3.38,,,2.35,3857500020451,HRANA
LISTOVI ZA PITE I SAVIJ 500g LAURA,90453454,LAURA,0.50 kg,ko,2.15,4.3,,,2.15,3859893592065,HRANA
PURICA SMRZNUTA VINDON,02440052,VINDIJA,1.00 kg,kg,7.49,7.49,,,6.39,3850339407011,HRANA
SRDELA SVJ PAK KONZUM,02199514,KONZUM,1.00 kg,kg,4.99,4.99,,,3.49,,HRANA
ČAJ K PLUS KAMILICA 20X1g,90453811,K PLUS,0.02 kg,ko,0.99,49.5,,,1.09,3850334240125,HRANA
NAMAZ HUMMUS ČILI 250G SANA,90148364,SANA,0.25 kg,ko,3.45,13.8,,,3.45,3859892873059,HRANA
ČIPS CHIO TACCOS ŠUNKA 65g,01310179,CHIO,0.07 kg,ko,1.59,24.46,,,1.59,5997312702058,HRANA
PROSCIUTTO COTTO 125g NAR,90770659,CASA MODENA,0.13 kg,ko,2.29,18.32,,,2.29,8004225042113,HRANA
SARDINA U BILJ ULJ AQ 73.5G,02198474,ADRIATIC QUEEN,0.07 kg,ko,1.79,24.35,,,1.69,3850160102161,HRANA
KOSTI SUHE VRBOVEC RFZ,02013503,PIK VRBOVEC,1.00 kg,kg,3.99,3.99,,,3.85,3850139250152,HRANA
MLINCI K PLUS 250g  MLIN JERTOVEC,90095592,K PLUS,0.25 kg,ko,1.39,5.56,,,1.39,3850334405722,HRANA
KUPUS BIJELI 300 grama,01407868,KONZUM,0.30 kg,ko,1.39,4.63,,,1.29,3850334197955,HRANA
ŽV GUMA ORBIT REFRESH PEPERMINT BOČ 67g,90485457,WRIGLEY,0.07 kg,ko,4.2,62.69,,,4.2,4009900536288,HRANA
KUKURUZ KOKIČAR VEDRINI 1000g,90514095,VEDRINI,1.00 kg,ko,1.89,1.89,,,2.19,3858889333231,HRANA
SLAD BEN & JERRY COOKIE DOUGH 465ml,90406108,BEN & JERRY'S,0.47 l,ko,8.99,19.33,,,8.99,8711327373105,HRANA
CRISPY POPS PA PILEĆE OKRUGLICE 500g,02370034,CEKIN,0.50 kg,ko,7.69,15.38,,,7.69,3850159141935,HRANA
TIJESTO REZANCI ŠIR JAJ 400g KOLEDA,04051251,KOLEDA,0.40 kg,ko,,2.98,1.19,2.25,1.99,3859888433090,HRANA
PILEĆA PRSA S&FIT 100g NAREZAK PERUTNINA,90382353,SLIM&FIT,0.10 kg,ko,1.99,19.9,,,1.99,3838977022155,HRANA
TJESTENINA S 4 VRSTE SIRA 160g MINUTE,90424679,MINUTE,0.16 kg,ko,,8.06,1.29,1.29,1.69,3850334237248,HRANA
